"id","course_id","section_type_id","section_type","section_position","status","added_date","modified_date","show_on_menu"
"1848","125","1043","textcontent","16","A","2026-08-13 22:09:36","2026-08-13 22:08:03","Y"
"1849","125","1044","textcontent","18","A","2026-08-13 22:10:04","2026-08-13 22:08:08","Y"
"1850","125","1045","textcontent","17","A","2026-08-13 22:10:32","2026-08-13 22:08:20","Y"
"1851","140","141","banner","1","A","0000-00-00 00:00:00","2026-08-16 12:08:47","N"
"1852","140","136","program_overview","2","A","2026-08-16 09:46:18","2026-08-16 12:08:47","N"
"1853","140","137","promotional_video","3","A","2026-08-16 09:46:18","2026-08-16 12:08:47","N"
"1854","140","1046","textcontent","4","A","2026-08-16 09:52:24","2026-08-16 12:08:47","Y"
"1855","140","1047","textcontent","5","A","2026-08-16 09:52:40","2026-08-16 12:08:47","Y"
"1856","140","1048","textcontent","6","A","2026-08-16 09:53:14","2026-08-16 12:08:47","Y"
"1857","140","1049","textcontent","7","A","2026-08-16 09:53:48","2026-08-16 12:08:47","Y"
"1858","140","1050","textcontent","8","A","2026-08-16 09:54:03","2026-08-16 12:08:47","Y"
"1859","140","1051","textcontent","9","A","2026-08-16 09:54:18","2026-08-16 12:08:47","Y"
"1860","140","126","syllabus","10","A","2026-08-16 09:54:28","2026-08-16 12:08:47","Y"
"1861","140","1052","textcontent","11","A","2026-08-16 09:56:44","2026-08-16 12:08:30","Y"
"1862","140","1053","textcontent","12","A","2026-08-16 09:57:21","2026-08-16 12:08:47","Y"
"1863","140","83","faculty","13","A","2026-08-16 09:57:59","2026-08-16 12:08:47","Y"
"1864","141","142","banner","1","A","0000-00-00 00:00:00","2026-08-16 10:08:00","N"
"1865","141","137","program_overview","2","A","2026-08-16 09:59:12",\N,"N"
"1866","141","138","promotional_video","3","A","2026-08-16 09:59:12",\N,"N"
"1867","141","1054","textcontent","4","A","2026-08-16 09:59:32",\N,"Y"
"1868","141","1055","textcontent","5","A","2026-08-16 09:59:46",\N,"Y"
"1869","141","1056","textcontent","6","A","2026-08-16 10:00:25","2026-08-16 12:08:11","Y"
"1870","141","1057","textcontent","7","A","2026-08-16 10:00:37","2026-08-16 12:08:13","Y"
"1871","141","1058","textcontent","8","A","2026-08-16 10:00:51",\N,"Y"
"1872","141","1059","textcontent","9","A","2026-08-16 10:01:08","2026-08-16 12:08:30","Y"
"1873","141","1060","textcontent","10","A","2026-08-16 10:01:23","2026-08-16 12:08:56","Y"
"1874","141","127","syllabus","11","A","2026-08-16 10:01:28",\N,"Y"
"1875","141","1061","textcontent","12","A","2026-08-16 10:03:05","2026-08-16 12:08:06","Y"
"1876","141","1062","textcontent","13","A","2026-08-16 10:03:21",\N,"Y"
"1877","141","1063","textcontent","14","A","2026-08-16 10:03:40","2026-08-16 12:08:35","Y"
"1878","141","1064","textcontent","15","A","2026-08-16 10:03:55",\N,"Y"
"1879","141","1065","textcontent","16","A","2026-08-16 10:04:11","2026-08-16 12:08:15","Y"
"1880","141","1066","textcontent","17","A","2026-08-16 10:04:32",\N,"Y"
"1881","141","1067","textcontent","18","A","2026-08-16 10:04:55",\N,"Y"
"1882","141","84","faculty","19","A","2026-08-16 10:05:40",\N,"Y"
"1883","141","1068","textcontent","20","A","2026-08-16 10:05:56","2026-08-16 12:08:19","Y"
"1884","141","141","course_plan","21","A","2026-08-16 10:09:01",\N,"Y"
"1885","140","142","course_plan","19","A","2026-08-16 10:09:11","2026-08-16 12:08:47","Y"
"1886","140","1069","textcontent","14","A","2026-08-16 12:16:46","2026-08-16 12:08:47","Y"
"1887","140","1070","textcontent","15","A","2026-08-16 12:17:40","2026-08-16 12:08:47","Y"
"1888","140","1071","textcontent","16","A","2026-08-16 12:18:00","2026-08-16 12:08:47","Y"
"1889","140","1072","textcontent","17","A","2026-08-16 12:18:17","2026-08-16 12:08:47","Y"
"1890","140","1073","textcontent","18","A","2026-08-16 12:19:40","2026-08-16 12:08:47","Y"
"1891","142","143","banner","1","A","0000-00-00 00:00:00","2026-08-21 18:08:45","N"
"1892","142","138","program_overview","2","A","2026-08-21 16:15:17","2026-08-21 16:08:34","N"
"1893","142","139","promotional_video","3","A","2026-08-21 16:15:17",\N,"N"
"1894","142","1074","textcontent","4","A","2026-08-21 16:17:01","2026-08-21 18:08:54","Y"
"1895","142","1075","textcontent","5","A","2026-08-21 16:17:28",\N,"Y"
"1896","142","1076","textcontent","6","A","2026-08-21 16:18:20","2026-08-21 18:08:50","Y"
"1897","142","1077","textcontent","7","A","2026-08-21 16:20:35","2026-08-21 18:08:16","Y"
"1898","142","1078","textcontent","8","A","2026-08-21 16:22:57",\N,"Y"
"1899","142","1079","textcontent","9","A","2026-08-21 16:24:11",\N,"Y"
"1900","142","1080","textcontent","10","A","2026-08-21 16:25:03","2026-08-21 18:08:12","Y"
"1901","142","1081","textcontent","11","A","2026-08-21 16:32:48","2026-08-21 16:08:04","Y"
"1902","142","1082","textcontent","12","A","2026-08-21 16:34:01","2026-08-21 18:08:33","Y"
"1903","142","1083","textcontent","13","A","2026-08-21 16:34:33",\N,"Y"
"1904","142","1084","textcontent","14","A","2026-08-21 16:37:55",\N,"Y"
"1905","142","85","faculty","15","A","2026-08-21 16:38:40","2026-08-21 18:08:57","Y"
"1906","142","1085","textcontent","16","A","2026-08-21 17:50:53","2026-08-21 17:08:36","Y"
"1907","142","1086","textcontent","17","A","2026-08-21 17:55:37","2026-08-21 19:08:49","Y"
"1908","142","128","syllabus","18","A","2026-08-21 17:55:43",\N,"Y"
"1909","142","143","course_plan","19","A","2026-08-21 18:11:34",\N,"Y"
