"id","course_id","section_type_id","section_type","section_position","status","added_date","modified_date","show_on_menu"
"1","1","1","banner","1","A","0000-00-00 00:00:00","2022-12-09 21:12:05","Y"
"2","1","2","banner","2","A","0000-00-00 00:00:00","2022-12-09 18:12:42","Y"
"3","2","3","banner","1","A","0000-00-00 00:00:00","2022-12-13 17:12:50","N"
"4","2","1","program_overview","2","A","2022-12-09 19:02:31",\N,"N"
"5","2","1","promotional_video","3","A","2022-12-09 19:02:31",\N,"N"
"6","2","1","textcontent","4","A","2022-12-09 19:04:31","2022-12-09 19:12:45","Y"
"7","2","2","textcontent","5","A","2022-12-09 19:05:07","2022-12-09 19:12:02","Y"
"8","2","3","textcontent","6","A","2022-12-09 19:05:51","2022-12-09 19:12:22","Y"
"9","3","4","banner","1","A","0000-00-00 00:00:00","2026-08-21 14:08:31","N"
"10","3","2","program_overview","2","A","2022-12-09 19:07:00","2025-11-24 21:11:19","N"
"11","3","2","promotional_video","3","A","2022-12-09 19:07:00","2025-11-24 21:11:19","N"
"12","2","4","textcontent","7","A","2022-12-09 19:07:42","2022-12-09 19:12:31","Y"
"13","3","5","textcontent","4","A","2022-12-09 19:07:55","2025-11-24 21:11:19","Y"
"14","3","6","textcontent","5","P","2022-12-09 19:08:23","2025-11-24 21:11:19","Y"
"15","3","7","textcontent","6","A","2022-12-09 19:08:40","2025-11-24 21:11:19","Y"
"16","2","8","textcontent","8","A","2022-12-09 19:08:49",\N,"Y"
"17","3","9","textcontent","8","P","2022-12-09 19:09:25","2025-11-24 21:11:19","N"
"18","2","10","textcontent","9","A","2022-12-09 19:11:26","2022-12-13 17:12:37","Y"
"19","3","11","textcontent","9","P","2022-12-09 19:14:56","2025-11-24 21:11:19","Y"
"20","3","12","textcontent","11","A","2022-12-09 19:18:08","2025-11-24 21:11:19","Y"
"21","3","1","testimonials","12","A","2022-12-09 19:18:33","2025-11-24 21:11:19","Y"
"22","2","2","testimonials","10","A","2022-12-09 19:25:35","2022-12-16 21:12:28","Y"
"23","2","1","course_plan","11","A","2022-12-09 19:34:42",\N,"Y"
"24","3","2","course_plan","16","A","2022-12-09 19:34:54","2025-11-24 21:11:19","Y"
"25","1","3","promotional_video","3","P","2022-12-09 21:27:52",\N,"Y"
"26","4","5","banner","1","A","0000-00-00 00:00:00","2022-12-13 13:12:16","N"
"27","4","3","program_overview","2","A","2022-12-13 12:50:02",\N,"N"
"28","4","4","promotional_video","3","A","2022-12-13 12:50:02",\N,"N"
"29","4","3","course_plan","4","A","2022-12-13 14:04:03","2022-12-13 14:12:54","Y"
"30","5","6","banner","1","A","0000-00-00 00:00:00","2022-12-27 18:12:48","N"
"31","5","4","program_overview","2","A","2022-12-13 14:42:34",\N,"N"
"32","5","5","promotional_video","3","A","2022-12-13 14:42:34",\N,"N"
"33","3","13","textcontent","10","A","2022-12-13 17:54:59","2025-11-24 21:11:19","Y"
"34","6","7","banner","1","A","0000-00-00 00:00:00","2026-08-21 14:08:13","N"
"35","6","5","program_overview","2","A","2022-12-14 16:21:40","2024-11-30 18:11:39","N"
"36","6","6","promotional_video","3","A","2022-12-14 16:21:40","2024-09-15 13:09:00","N"
"37","6","14","textcontent","4","A","2022-12-14 16:22:07","2024-09-15 13:09:00","Y"
"38","6","15","textcontent","6","A","2022-12-14 16:22:35","2026-01-30 10:01:07","Y"
"39","6","16","textcontent","9","A","2022-12-14 16:23:10","2024-09-15 14:09:55","Y"
"40","6","17","textcontent","11","P","2022-12-14 16:23:36","2024-12-01 14:12:10","Y"
"41","6","18","textcontent","12","A","2022-12-14 16:24:10","2024-09-15 13:09:00","Y"
"42","6","1","faculty","14","A","2022-12-14 16:27:19","2024-09-15 13:09:00","Y"
"43","6","4","course_plan","16","A","2022-12-14 16:28:34","2024-09-15 13:09:00","Y"
"44","6","19","textcontent","8","A","2022-12-14 16:41:52","2026-03-12 12:03:18","Y"
"45","7","8","banner","1","A","0000-00-00 00:00:00","2022-12-14 17:12:17","N"
"46","7","6","program_overview","2","A","2022-12-14 16:51:38",\N,"N"
"47","7","7","promotional_video","3","A","2022-12-14 16:51:38",\N,"N"
"48","7","20","textcontent","4","A","2022-12-14 16:59:25",\N,"Y"
"49","7","21","textcontent","5","A","2022-12-14 16:59:52",\N,"Y"
"50","7","22","textcontent","6","A","2022-12-14 17:00:19","2022-12-14 17:12:36","Y"
"51","7","23","textcontent","7","A","2022-12-14 17:00:45",\N,"Y"
"52","7","24","textcontent","8","A","2022-12-14 17:01:16",\N,"Y"
"53","7","25","textcontent","9","A","2022-12-14 17:01:54",\N,"Y"
"54","7","26","textcontent","10","A","2022-12-14 17:02:33",\N,"Y"
"55","7","27","textcontent","11","A","2022-12-14 17:04:29","2022-12-14 17:12:11","Y"
"56","7","28","textcontent","12","A","2022-12-14 17:05:39",\N,"Y"
"57","7","29","textcontent","13","A","2022-12-14 17:06:03","2022-12-14 17:12:06","Y"
"58","7","30","textcontent","14","A","2022-12-14 17:07:11",\N,"Y"
"59","7","31","textcontent","15","A","2022-12-14 17:07:53",\N,"Y"
"60","7","1","syllabus","16","A","2022-12-14 17:08:15",\N,"Y"
"61","7","5","course_plan","17","A","2022-12-14 17:12:35",\N,"Y"
"62","8","9","banner","1","A","0000-00-00 00:00:00","2026-08-11 13:08:25","N"
"63","8","7","program_overview","2","P","2022-12-14 17:30:56","2025-01-10 15:01:04","N"
"64","8","8","promotional_video","3","A","2022-12-14 17:30:56","2025-01-10 15:01:04","N"
"65","8","32","textcontent","4","A","2022-12-14 17:33:01","2026-01-31 16:01:51","Y"
"66","8","33","textcontent","5","A","2022-12-14 17:34:14","2026-01-22 21:01:57","Y"
"67","8","34","textcontent","7","P","2022-12-14 17:34:39","2025-01-10 15:01:04","N"
"68","8","35","textcontent","8","A","2022-12-14 17:35:29","2025-01-10 15:01:35","Y"
"69","8","36","textcontent","11","A","2022-12-14 17:35:52","2025-01-10 15:01:08","Y"
"70","8","37","textcontent","12","A","2022-12-14 17:36:21","2025-01-10 15:01:03","Y"
"71","8","38","textcontent","13","A","2022-12-14 17:36:46","2025-01-10 15:01:18","Y"
"72","8","39","textcontent","14","A","2022-12-14 17:37:09","2025-01-10 15:01:04","Y"
"73","8","40","textcontent","15","A","2022-12-14 17:41:23","2026-01-30 10:01:23","Y"
"74","8","41","textcontent","17","P","2022-12-14 17:41:45","2025-01-10 15:01:04","Y"
"75","8","2","faculty","19","A","2022-12-14 17:41:58","2025-01-10 15:01:04","Y"
"76","8","42","textcontent","16","A","2022-12-14 17:44:15","2026-03-12 12:03:11","Y"
"77","8","2","syllabus","20","A","2022-12-14 17:44:25","2025-01-10 15:01:04","Y"
"78","8","6","course_plan","21","A","2022-12-14 17:55:03","2025-01-10 15:01:04","Y"
"79","9","10","banner","1","A","0000-00-00 00:00:00","2022-12-14 18:12:55","N"
"80","9","8","program_overview","2","A","2022-12-14 18:09:20",\N,"N"
"81","9","9","promotional_video","3","A","2022-12-14 18:09:20",\N,"N"
"82","9","43","textcontent","4","A","2022-12-14 18:10:57","2023-02-18 16:02:45","Y"
"83","9","44","textcontent","5","A","2022-12-14 18:11:31","2023-02-18 16:02:43","Y"
"84","9","45","textcontent","6","A","2022-12-14 18:11:57",\N,"Y"
"85","9","46","textcontent","7","A","2022-12-14 18:12:30",\N,"Y"
"86","9","47","textcontent","8","A","2022-12-14 18:12:59","2022-12-14 19:12:05","Y"
"87","9","48","textcontent","9","A","2022-12-14 18:13:38",\N,"Y"
"88","9","49","textcontent","10","A","2022-12-14 18:14:09",\N,"Y"
"89","9","50","textcontent","11","A","2022-12-14 18:14:34",\N,"Y"
"90","9","51","textcontent","12","A","2022-12-14 18:14:59","2022-12-14 18:12:40","Y"
"91","9","52","textcontent","13","A","2022-12-14 18:16:44","2022-12-14 18:12:54","Y"
"92","9","53","textcontent","14","A","2022-12-14 18:17:15",\N,"Y"
"93","9","1","academia_panel","15","A","2022-12-14 18:20:00",\N,"Y"
"94","9","3","faculty","16","A","2022-12-14 18:20:29","2022-12-14 18:12:58","Y"
"95","9","3","syllabus","17","A","2022-12-14 18:23:14",\N,"Y"
"96","9","7","course_plan","18","A","2022-12-14 18:54:32",\N,"Y"
"97","10","11","banner","1","A","0000-00-00 00:00:00","2022-12-14 19:12:38","N"
"98","10","9","program_overview","2","A","2022-12-14 19:00:59",\N,"N"
"99","10","10","promotional_video","3","A","2022-12-14 19:00:59",\N,"N"
"100","10","54","textcontent","4","A","2022-12-14 19:09:19",\N,"Y"
"101","10","55","textcontent","5","A","2022-12-14 19:09:40",\N,"Y"
"102","10","56","textcontent","6","A","2022-12-14 19:10:05",\N,"Y"
"103","10","57","textcontent","7","A","2022-12-14 19:10:32",\N,"Y"
"104","10","58","textcontent","8","A","2022-12-14 19:11:16",\N,"Y"
"105","10","59","textcontent","9","A","2022-12-14 19:11:49",\N,"Y"
"106","10","60","textcontent","10","A","2022-12-14 19:12:15",\N,"Y"
"107","10","61","textcontent","11","A","2022-12-14 19:12:41",\N,"Y"
"108","10","62","textcontent","12","A","2022-12-14 19:13:12","2022-12-14 19:12:58","Y"
"109","10","63","textcontent","13","A","2022-12-14 19:14:43","2022-12-14 19:12:13","Y"
"110","10","4","faculty","14","A","2022-12-14 19:15:33","2022-12-14 19:12:43","Y"
"111","10","4","syllabus","15","A","2022-12-14 19:18:58",\N,"Y"
"112","10","8","course_plan","16","A","2022-12-14 19:22:24",\N,"Y"
"113","4","3","testimonials","5","D","2022-12-15 13:14:03","2022-12-15 13:12:27","Y"
"114","4","4","testimonials","6","A","2022-12-15 13:14:03",\N,"Y"
"115","3","64","textcontent","17","P","2022-12-15 18:38:41","2025-11-24 21:11:19","Y"
"116","11","12","banner","1","A","0000-00-00 00:00:00","2025-12-06 15:12:26","N"
"117","11","10","program_overview","2","P","2022-12-25 13:05:19","2025-12-06 15:12:26","N"
"118","11","11","promotional_video","3","A","2022-12-25 13:05:19","2025-12-06 15:12:26","N"
"119","11","65","textcontent","7","A","2022-12-25 13:06:24","2025-12-06 15:12:26","Y"
"120","11","66","textcontent","8","A","2022-12-25 13:06:51","2025-12-06 15:12:26","Y"
"121","11","67","textcontent","11","A","2022-12-25 13:07:14","2025-12-06 15:12:26","Y"
"122","11","68","textcontent","13","D","2022-12-25 13:10:15","2025-12-06 15:12:00","Y"
"123","11","69","textcontent","12","A","2022-12-25 13:12:27","2025-12-14 19:12:13","Y"
"124","11","2","academia_panel","14","P","2022-12-25 13:28:08","2025-12-06 15:12:26","Y"
"125","11","5","faculty","15","A","2022-12-25 13:28:44","2025-12-06 15:12:26","Y"
"126","11","5","syllabus","17","A","2022-12-25 13:28:52","2025-12-06 15:12:26","Y"
"127","11","9","course_plan","18","A","2022-12-25 13:41:21","2025-12-06 15:12:26","Y"
"128","12","13","banner","1","A","0000-00-00 00:00:00","2024-10-21 17:10:25","N"
"129","12","11","program_overview","2","A","2022-12-27 17:32:09","2024-10-21 17:10:25","N"
"130","12","12","promotional_video","3","A","2022-12-27 17:32:09","2024-10-21 17:10:25","N"
"131","12","70","textcontent","4","A","2022-12-27 17:32:39","2024-12-21 15:12:42","Y"
"132","12","71","textcontent","7","A","2022-12-27 17:33:23","2024-12-21 15:12:53","Y"
"133","12","72","textcontent","8","A","2022-12-27 17:33:51","2026-01-31 16:01:33","Y"
"134","12","73","textcontent","9","A","2022-12-27 17:34:15","2024-12-21 15:12:55","Y"
"135","12","74","textcontent","10","A","2022-12-27 17:36:05","2024-12-21 16:12:32","Y"
"136","12","75","textcontent","11","A","2022-12-27 17:36:32","2024-10-21 17:10:25","Y"
"137","12","76","textcontent","12","A","2022-12-27 17:38:31","2026-08-03 18:08:33","Y"
"138","12","77","textcontent","14","A","2022-12-27 17:38:54","2024-10-21 18:10:53","Y"
"139","12","6","syllabus","15","A","2022-12-27 17:39:12","2024-10-21 17:10:25","Y"
"140","12","78","textcontent","13","A","2022-12-27 18:02:08","2026-03-12 14:03:57","Y"
"141","12","10","course_plan","18","A","2022-12-27 19:21:20","2024-10-21 17:10:25","Y"
"142","13","14","banner","1","A","0000-00-00 00:00:00","2024-10-20 13:10:22","N"
"143","13","12","program_overview","2","A","2022-12-28 12:44:12","2024-10-20 13:10:22","N"
"144","13","13","promotional_video","3","A","2022-12-28 12:44:12","2024-10-20 13:10:22","N"
"145","13","79","textcontent","4","A","2022-12-28 12:44:44","2025-06-24 14:06:31","Y"
"146","13","80","textcontent","5","A","2022-12-28 12:45:11","2026-01-31 16:01:00","Y"
"147","13","81","textcontent","6","A","2022-12-28 12:45:37","2024-12-15 13:12:53","Y"
"148","13","82","textcontent","7","A","2022-12-28 12:46:02","2024-10-25 17:10:52","Y"
"149","13","83","textcontent","8","A","2022-12-28 12:46:30","2024-10-20 13:10:22","Y"
"150","13","84","textcontent","9","A","2022-12-28 12:47:01","2026-08-03 18:08:46","Y"
"151","13","85","textcontent","11","A","2022-12-28 12:48:57","2024-12-15 13:12:29","Y"
"152","13","86","textcontent","10","P","2022-12-28 12:49:26","2026-01-22 21:01:50","Y"
"153","13","7","syllabus","12","A","2022-12-28 12:49:38","2024-10-20 13:10:22","Y"
"154","13","11","course_plan","15","A","2022-12-28 13:07:14","2024-10-20 13:10:22","Y"
"155","14","15","banner","1","A","0000-00-00 00:00:00","2024-10-20 15:10:44","N"
"156","14","13","program_overview","2","A","2022-12-28 13:22:17","2024-10-20 15:10:44","N"
"157","14","14","promotional_video","3","A","2022-12-28 13:22:17","2024-10-20 15:10:44","N"
"158","14","87","textcontent","4","A","2022-12-28 13:31:51","2024-10-20 15:10:44","Y"
"159","14","88","textcontent","5","A","2022-12-28 13:32:41","2025-06-24 14:06:27","Y"
"160","14","89","textcontent","6","A","2022-12-28 13:33:10","2025-06-24 14:06:57","Y"
"161","14","90","textcontent","7","A","2022-12-28 13:33:46","2025-06-24 14:06:29","Y"
"162","14","91","textcontent","8","A","2022-12-28 13:34:34","2025-06-24 15:06:12","Y"
"163","14","92","textcontent","9","A","2022-12-28 13:35:14","2025-06-24 15:06:21","Y"
"164","14","93","textcontent","10","A","2022-12-28 13:35:47","2024-10-25 19:10:46","Y"
"165","14","94","textcontent","11","A","2022-12-28 13:37:00","2025-06-24 14:06:02","Y"
"166","14","95","textcontent","12","A","2022-12-28 13:37:42","2025-06-24 14:06:17","Y"
"167","14","96","textcontent","13","A","2022-12-28 13:38:46","2025-06-24 14:06:37","Y"
"168","14","97","textcontent","14","A","2022-12-28 13:39:21","2024-10-20 15:10:44","Y"
"169","14","98","textcontent","15","A","2022-12-28 13:39:58","2026-01-30 11:01:09","Y"
"170","14","99","textcontent","16","A","2022-12-28 13:41:40","2026-03-12 14:03:56","Y"
"171","14","100","textcontent","17","A","2022-12-28 13:48:50","2024-10-25 19:10:35","Y"
"172","14","101","textcontent","18","A","2022-12-28 13:49:18","2024-10-20 15:10:44","Y"
"173","14","102","textcontent","19","A","2022-12-28 13:49:52","2024-10-25 19:10:02","Y"
"174","14","103","textcontent","20","A","2022-12-28 13:50:27","2024-10-25 19:10:13","Y"
"175","14","104","textcontent","21","A","2022-12-28 13:51:03","2024-10-25 19:10:42","Y"
"176","14","105","textcontent","22","A","2022-12-28 13:51:36","2025-06-24 15:06:31","Y"
"177","14","106","textcontent","23","A","2022-12-28 13:52:11","2024-10-25 19:10:00","Y"
"178","14","107","textcontent","24","A","2022-12-28 13:52:55","2024-10-25 19:10:39","Y"
"179","14","108","textcontent","25","A","2022-12-28 13:53:28","2025-06-24 15:06:54","Y"
"180","14","3","academia_panel","26","A","2022-12-28 14:00:44","2024-10-20 15:10:44","Y"
"181","14","6","faculty","27","A","2022-12-28 14:01:25","2024-10-20 15:10:44","Y"
"182","14","8","syllabus","28","A","2022-12-28 14:01:43","2024-10-20 15:10:44","Y"
"183","14","12","course_plan","30","A","2022-12-28 14:25:12","2024-10-20 15:10:44","Y"
"184","15","16","banner","1","A","0000-00-00 00:00:00","2023-01-04 16:01:46","N"
"185","15","14","program_overview","2","A","2023-01-04 11:32:27",\N,"N"
"186","15","15","promotional_video","3","A","2023-01-04 11:32:27",\N,"N"
"187","15","13","course_plan","4","A","2023-01-04 16:04:06",\N,"Y"
"188","16","17","banner","1","A","0000-00-00 00:00:00","2026-08-21 13:08:21","N"
"189","16","15","program_overview","2","A","2023-01-11 13:03:47",\N,"N"
"190","16","16","promotional_video","3","A","2023-01-11 13:03:47",\N,"N"
"191","16","109","textcontent","4","A","2023-01-11 13:04:16","2025-06-24 14:06:43","Y"
"192","16","110","textcontent","5","A","2023-01-11 13:04:47","2023-01-11 14:01:36","Y"
"193","16","111","textcontent","6","A","2023-01-11 13:14:02","2026-01-30 10:01:46","Y"
"194","16","112","textcontent","7","P","2023-01-11 13:14:29","2026-01-22 21:01:59","Y"
"195","16","113","textcontent","8","A","2023-01-11 13:14:59","2025-06-23 22:06:47","Y"
"196","16","4","academia_panel","9","A","2023-01-11 13:19:46",\N,"Y"
"197","16","7","faculty","10","A","2023-01-11 13:20:42","2023-01-12 00:01:32","Y"
"198","16","9","syllabus","11","A","2023-01-11 13:20:51",\N,"Y"
"199","16","14","course_plan","12","A","2023-01-11 13:50:14",\N,"Y"
"200","17","18","banner","1","A","0000-00-00 00:00:00","2023-01-28 14:01:22","N"
"201","17","16","program_overview","2","A","2023-01-28 12:51:05","2023-01-28 13:01:04","N"
"202","17","17","promotional_video","3","A","2023-01-28 12:51:05","2023-01-28 13:01:04","N"
"203","17","114","textcontent","4","A","2023-01-28 12:52:33","2023-01-28 13:01:04","Y"
"204","17","115","textcontent","5","A","2023-01-28 12:53:27","2023-01-28 13:01:04","Y"
"205","17","116","textcontent","6","A","2023-01-28 12:54:22","2023-01-28 13:01:04","Y"
"206","17","117","textcontent","7","A","2023-01-28 12:55:04","2023-01-28 14:01:06","Y"
"207","17","118","textcontent","8","A","2023-01-28 13:00:49","2023-01-30 16:01:16","Y"
"208","17","10","syllabus","10","A","2023-01-28 13:01:12","2023-01-28 13:01:04","Y"
"209","17","8","faculty","9","A","2023-01-28 13:54:50","2023-01-28 13:01:04","Y"
"210","17","15","course_plan","11","A","2023-01-28 14:03:50",\N,"Y"
"211","18","19","banner","1","A","0000-00-00 00:00:00","2023-02-19 16:02:30","N"
"212","18","17","program_overview","2","A","2023-02-19 15:54:23",\N,"N"
"213","18","18","promotional_video","3","A","2023-02-19 15:54:23",\N,"N"
"214","18","119","textcontent","4","A","2023-02-19 15:55:00",\N,"Y"
"215","18","120","textcontent","5","A","2023-02-19 15:56:07","2023-02-19 15:02:47","Y"
"216","18","121","textcontent","6","A","2023-02-19 16:00:09","2023-02-19 16:02:26","Y"
"217","18","122","textcontent","7","A","2023-02-19 16:02:12","2023-02-19 16:02:32","Y"
"218","18","123","textcontent","8","A","2023-02-19 16:03:55",\N,"Y"
"219","18","124","textcontent","9","A","2023-02-19 16:04:15",\N,"Y"
"220","18","125","textcontent","10","A","2023-02-19 16:04:33",\N,"Y"
"221","18","126","textcontent","11","A","2023-02-19 16:04:52",\N,"Y"
"222","18","127","textcontent","12","A","2023-02-19 16:05:11",\N,"Y"
"223","18","128","textcontent","13","A","2023-02-19 16:05:34",\N,"Y"
"224","18","129","textcontent","14","A","2023-02-19 16:06:02","2023-02-19 16:02:00","Y"
"225","18","130","textcontent","15","A","2023-02-19 16:08:17","2026-08-03 18:08:34","Y"
"226","18","131","textcontent","16","P","2023-02-19 16:09:22","2026-01-22 21:01:35","Y"
"227","18","11","syllabus","17","A","2023-02-19 16:13:15",\N,"Y"
"228","18","16","course_plan","18","A","2023-02-19 16:22:40",\N,"Y"
"229","19","20","banner","1","A","0000-00-00 00:00:00","2023-03-16 17:03:32","N"
"230","19","18","program_overview","2","A","2023-03-16 17:09:11","2023-03-16 17:03:36","N"
"231","19","19","promotional_video","3","A","2023-03-16 17:09:11","2023-03-16 17:03:36","N"
"232","19","132","textcontent","4","A","2023-03-16 17:09:52","2023-03-16 17:03:36","Y"
"233","19","133","textcontent","5","A","2023-03-16 17:10:33","2023-03-16 17:03:36","Y"
"234","19","134","textcontent","6","A","2023-03-16 17:10:59","2023-03-16 17:03:36","Y"
"235","19","135","textcontent","7","A","2023-03-16 17:11:36","2023-03-16 17:03:36","Y"
"236","19","136","textcontent","8","A","2023-03-16 17:12:12","2023-03-16 18:03:53","Y"
"237","19","137","textcontent","9","A","2023-03-16 17:12:41","2023-03-16 17:03:36","Y"
"238","19","138","textcontent","10","A","2023-03-16 17:13:10","2023-03-16 17:03:36","Y"
"239","19","139","textcontent","11","A","2023-03-16 17:13:39","2023-03-16 17:03:45","Y"
"240","19","9","faculty","12","A","2023-03-16 17:14:45","2023-03-16 17:03:58","Y"
"241","19","140","textcontent","13","A","2023-03-16 17:15:13","2023-03-16 18:03:04","Y"
"242","19","17","course_plan","14","A","2023-03-16 17:16:53","2023-03-16 17:03:36","Y"
"243","20","21","banner","1","A","0000-00-00 00:00:00","2023-07-22 16:07:06","N"
"244","20","19","program_overview","2","A","2023-03-23 12:42:57","2023-07-22 16:07:06","N"
"245","20","20","promotional_video","3","A","2023-03-23 12:42:57","2023-07-22 16:07:06","N"
"246","20","141","textcontent","4","A","2023-03-23 12:43:41","2023-07-23 13:07:37","Y"
"247","20","18","course_plan","12","A","2023-03-23 12:48:54","2023-07-22 16:07:06","Y"
"248","20","142","textcontent","5","P","2023-03-23 14:26:28","2023-07-22 16:07:06","Y"
"249","20","143","textcontent","7","A","2023-03-23 14:26:46","2023-07-22 16:07:06","Y"
"250","20","144","textcontent","8","A","2023-03-23 14:27:53","2023-07-22 16:07:06","Y"
"251","20","145","textcontent","9","A","2023-03-23 14:29:01","2023-07-23 13:07:46","Y"
"252","20","10","faculty","10","A","2023-03-23 14:33:06","2023-07-23 12:07:20","Y"
"253","20","12","syllabus","11","A","2023-03-23 14:48:34","2023-07-22 16:07:06","N"
"254","21","22","banner","1","A","0000-00-00 00:00:00","2023-04-10 18:04:43","N"
"255","21","20","program_overview","2","A","2023-04-10 18:59:43",\N,"N"
"256","21","21","promotional_video","3","A","2023-04-10 18:59:43",\N,"N"
"257","21","19","course_plan","4","A","2023-04-10 19:01:32",\N,"Y"
"258","22","23","banner","1","A","0000-00-00 00:00:00","2023-04-19 15:04:09","N"
"259","22","21","program_overview","2","A","2023-04-19 13:57:20","2023-04-19 15:04:09","N"
"260","22","22","promotional_video","3","A","2023-04-19 13:57:20","2023-04-19 15:04:09","N"
"261","22","146","textcontent","4","A","2023-04-19 14:36:12","2023-04-19 15:04:09","Y"
"262","22","147","textcontent","5","A","2023-04-19 14:36:40","2023-04-19 16:04:10","Y"
"263","22","148","textcontent","6","A","2023-04-19 14:37:23","2023-04-19 15:04:45","Y"
"264","22","149","textcontent","7","A","2023-04-19 14:45:44","2023-04-19 15:04:09","Y"
"265","22","11","faculty","8","A","2023-04-19 14:46:06","2023-04-19 15:04:09","Y"
"266","22","13","syllabus","9","A","2023-04-19 14:50:00","2023-04-19 15:04:09","Y"
"267","22","20","course_plan","10","A","2023-04-19 15:43:43",\N,"Y"
"268","23","24","banner","1","A","0000-00-00 00:00:00","2025-12-06 15:12:08","N"
"269","23","22","program_overview","2","A","2023-04-19 15:44:58","2025-12-06 15:12:08","N"
"270","23","23","promotional_video","3","A","2023-04-19 15:44:58","2025-12-06 15:12:08","N"
"271","23","150","textcontent","4","A","2023-04-19 15:45:22","2025-12-06 15:12:08","Y"
"272","23","151","textcontent","5","A","2023-04-19 15:45:43","2025-12-06 15:12:08","Y"
"273","23","152","textcontent","6","A","2023-04-19 15:46:04","2025-12-06 15:12:08","Y"
"274","23","153","textcontent","7","A","2023-04-19 15:46:26","2025-12-06 15:12:08","Y"
"275","23","154","textcontent","8","A","2023-04-19 15:46:53","2025-12-06 15:12:08","Y"
"276","23","155","textcontent","9","A","2023-04-19 15:47:20","2025-12-06 15:12:08","Y"
"277","23","156","textcontent","10","P","2023-04-19 15:48:29","2025-12-06 15:12:08","Y"
"278","23","157","textcontent","11","A","2023-04-19 15:51:41","2026-08-03 18:08:48","Y"
"279","23","158","textcontent","13","A","2023-04-19 15:52:11","2025-12-06 15:12:08","Y"
"280","23","159","textcontent","14","A","2023-04-19 15:52:36","2025-12-06 15:12:08","Y"
"281","23","14","syllabus","16","A","2023-04-19 15:52:52","2025-12-06 15:12:08","Y"
"282","23","12","faculty","15","A","2023-04-19 16:27:27","2025-12-06 15:12:08","Y"
"283","23","21","course_plan","18","A","2023-04-19 16:27:54","2025-12-06 15:12:08","Y"
"284","24","25","banner","1","A","0000-00-00 00:00:00","2026-08-21 14:08:28","N"
"285","24","23","program_overview","2","A","2023-04-19 16:57:51","2025-11-25 17:11:10","N"
"286","24","24","promotional_video","3","A","2023-04-19 16:57:51","2025-11-25 17:11:10","N"
"287","24","160","textcontent","4","A","2023-04-19 16:58:53","2025-11-25 17:11:10","Y"
"288","24","161","textcontent","5","A","2023-04-19 16:59:15","2025-11-25 17:11:10","Y"
"289","24","162","textcontent","6","A","2023-04-19 16:59:42","2025-11-25 17:11:10","Y"
"290","24","163","textcontent","7","A","2023-04-19 17:00:07","2025-11-25 17:11:10","Y"
"291","24","164","textcontent","8","A","2023-04-19 17:00:35","2025-11-25 17:11:10","Y"
"292","24","165","textcontent","9","A","2023-04-19 17:01:01","2025-11-25 17:11:10","Y"
"293","24","166","textcontent","10","A","2023-04-19 17:02:42","2026-01-30 11:01:33","Y"
"294","24","167","textcontent","11","A","2023-04-19 17:03:14","2025-11-25 17:11:10","Y"
"295","24","168","textcontent","12","A","2023-04-19 17:03:37","2025-11-25 17:11:10","Y"
"296","24","13","faculty","14","A","2023-04-19 17:04:11","2025-11-25 17:11:10","Y"
"297","24","5","academia_panel","13","A","2023-04-19 17:10:22","2025-11-25 17:11:10","Y"
"298","24","15","syllabus","15","A","2023-04-19 17:10:53","2025-11-25 17:11:10","Y"
"299","24","22","course_plan","18","A","2023-04-19 17:25:51","2025-11-25 17:11:10","Y"
"300","25","26","banner","1","A","0000-00-00 00:00:00","2025-11-25 12:11:52","N"
"301","25","24","program_overview","2","A","2023-04-20 12:23:34","2025-11-25 12:11:52","N"
"302","25","25","promotional_video","3","A","2023-04-20 12:23:34","2025-11-25 12:11:52","N"
"303","25","169","textcontent","4","A","2023-04-20 12:24:09","2025-11-25 12:11:52","Y"
"304","25","170","textcontent","5","A","2023-04-20 12:24:42","2025-11-25 12:11:52","Y"
"305","25","171","textcontent","6","A","2023-04-20 12:26:03","2026-01-30 10:01:10","Y"
"306","25","14","faculty","11","A","2023-04-20 12:30:19","2025-11-25 12:11:52","Y"
"307","25","16","syllabus","12","A","2023-04-20 12:30:33","2025-11-25 12:11:52","Y"
"308","25","23","course_plan","13","A","2023-04-20 13:00:37","2025-11-25 12:11:52","Y"
"309","26","27","banner","1","A","0000-00-00 00:00:00","2025-11-25 16:11:50","N"
"310","26","25","program_overview","2","A","2023-04-28 20:04:45","2026-01-31 16:01:41","N"
"311","26","26","promotional_video","3","A","2023-04-28 20:04:45","2025-11-25 16:11:50","N"
"312","26","172","textcontent","6","A","2023-04-28 20:06:00","2025-11-25 16:11:50","Y"
"313","26","173","textcontent","7","A","2023-04-28 20:06:51","2025-11-25 16:11:50","Y"
"314","26","174","textcontent","8","A","2023-04-28 20:07:20","2025-11-25 16:11:50","Y"
"315","26","175","textcontent","9","A","2023-04-28 20:08:12","2025-11-25 16:11:50","Y"
"316","26","176","textcontent","10","A","2023-04-28 20:09:21","2026-01-30 10:01:01","Y"
"317","26","15","faculty","12","D","2023-04-28 20:09:53","2025-06-23 21:06:45","Y"
"318","26","17","syllabus","13","A","2023-04-28 20:10:06","2025-11-25 16:11:50","Y"
"319","26","24","course_plan","14","A","2023-04-28 20:44:22","2025-11-25 16:11:50","Y"
