"id","course_id","module_name","added_date","modified_date","status"
"300","35","CONTRACT ENFORCEMENT IN CANADA","2023-09-01 02:56:00",\N,"A"
"301","35","CONTRACT ENFORCEMENT IN JAPAN","2023-09-01 02:56:52",\N,"A"
"302","35","CONTRACT ENFORCEMENT IN BRAZIL","2023-09-01 02:57:30",\N,"A"
"303","35","CONTRACT ENFORCEMENT IN NETHERLANDS","2023-09-01 02:58:07",\N,"A"
"304","35","INTERNATIONAL CONFLICT MANAGEMENT AND NEGOTIATION","2023-09-01 02:58:56",\N,"A"
"305","35","MANEUVERING THROUGH INTERNATIONAL NEGOTIATIONS, MEDIATIONS AND CONCILIATIONS: A GUIDE FOR LAWYERS","2023-09-01 02:59:54",\N,"A"
"306","35","UNDERSTANDING THE ANATOMY OF CONTRACT DRAFTING","2023-09-01 03:00:49",\N,"A"
"307","35","HOW TO DRAFT INTERNATIONAL CONTRACTS AND NOTICES","2023-09-01 03:04:28",\N,"A"
"308","35","INTERNATIONAL COMMERCIAL ARBITRATION AS A MODE OF DISPUTE RESOLUTION FOR INTERNATIONAL CONTRACTS","2023-09-01 03:05:21",\N,"A"
"309","35","IMPLICATIONS OF CHOICE OF CONTRACT LAW OF SINGAPORE, UK, US, CANADA AND INDIA","2023-09-01 03:06:41",\N,"A"
"310","35","DRAFTING STATEMENTS OF CLAIM AND DEFENCE","2023-09-01 03:07:44",\N,"A"
"311","35","TEMPLATES","2023-09-01 03:10:56",\N,"A"
"312","36","INTRODUCTION TO THE INTERNATIONAL LEGAL REGIME","2023-09-01 04:15:45",\N,"A"
"313","36","INTERNATIONAL CONFLICT MANAGEMENT AND NEGOTIATION","2023-09-01 04:16:33",\N,"A"
"314","36","UNDERSTANDING THE ANATOMY OF CONTRACT DRAFTING","2023-09-01 04:17:45",\N,"A"
"315","36","INTERNATIONAL COMMERCIAL ARBITRATION","2023-09-01 04:20:12",\N,"A"
"316","36","DOING BUSINESS WITH CHINA","2023-09-01 04:23:05",\N,"A"
"317","36","DOING BUSINESS IN THE UNITED KINGDOM (UK)","2023-09-01 04:24:47",\N,"A"
"318","36","DOING BUSINESS IN THE UNITED STATES OF AMERICA (US)","2023-09-01 04:26:55",\N,"A"
"319","36","DOING BUSINESS IN THE MIDDLE EAST","2023-09-01 04:34:06",\N,"A"
"320","36","DOING BUSINESS IN SINGAPORE","2023-09-01 04:35:44",\N,"A"
"321","36","DOING BUSINESS IN JAPAN","2023-09-01 04:38:07",\N,"A"
"322","36","DOING BUSINESS IN BRAZIL","2023-09-01 04:39:57",\N,"A"
"323","36","INTERNATIONAL TAXATION AND TRANSFER","2023-09-01 04:41:49",\N,"A"
"324","36","HOW TO ENTER A FOREIGN MARKET","2023-09-01 04:42:54",\N,"A"
"325","36","DOING BUSINESS IN EUROPEAN UNION","2023-09-01 04:43:39",\N,"A"
"326","36","DOING BUSINESS IN CANADA","2023-09-01 04:46:03",\N,"A"
"327","36","DOING BUSINESS IN RUSSIA","2023-09-01 04:48:00",\N,"A"
"328","37","Introduction to Data Collection, Processing, Protection and transfer","2023-10-13 07:17:03",\N,"A"
"329","37","Data Processing Agreements and related work","2023-10-13 07:20:49",\N,"A"
"330","37","Compliance and Governance requirements","2023-10-13 07:22:10",\N,"A"
"331","37","Data protection disputes and litigation","2023-10-13 07:23:39",\N,"A"
"332","37","Privacy Risk Management","2023-10-13 07:24:23",\N,"A"
"333","37","Data protection legislations in the EU: EU GDPR","2023-10-13 07:25:22",\N,"A"
"334","37","Data protection laws in European Countries","2023-10-13 07:27:50",\N,"A"
"335","37","Data Protection in UK post Brexit","2023-10-13 07:29:56",\N,"A"
"336","37","Data protection laws in the US: Federal and State laws","2023-10-13 07:30:27",\N,"A"
"337","37","Data Protection Law in Canada","2023-10-13 07:32:17",\N,"A"
"338","37","Data Protection Law in South East Asia","2023-10-13 07:33:00",\N,"A"
"339","37","Data Protection Regime: Middle East and India","2023-10-13 07:34:20",\N,"A"
"340","38","CIPP Europe","2023-10-13 08:09:09",\N,"A"
"341","38","CIPP Canada","2023-10-13 08:14:09",\N,"A"
"342","38","CIPP US","2023-10-13 08:15:07",\N,"A"
"343","39","Introduction to Freelancing","2023-10-28 04:58:36",\N,"A"
"344","39","Upwork","2023-10-28 04:59:53",\N,"A"
"345","39","Fiverr","2023-10-28 05:02:01",\N,"A"
"346","39","Tutor Me","2023-10-28 05:03:41",\N,"A"
"347","39","Chegg","2023-10-28 05:04:27",\N,"A"
"348","39","People Per Hour","2023-10-28 05:05:16",\N,"A"
"349","39","Guru","2023-10-28 05:05:57",\N,"A"
"350","39","Pepper Content","2023-10-28 05:06:35",\N,"A"
"351","39","How to use LinkedIn and Twitter to get work directly from social media","2023-10-28 05:07:04",\N,"A"
"352","39","Additional Resources- Recorded sessions","2023-10-28 05:08:32",\N,"A"
"353","40","Nuts and bolts of a successful business","2023-10-28 05:40:41",\N,"A"
"354","40","How to identify your niche and client pain points","2023-10-28 05:42:02",\N,"A"
"355","40","How to use AI-driven tools for market research","2023-10-28 05:42:18",\N,"A"
"356","40","How to build a community and engage in communities relevant to your niche","2023-10-28 05:42:51",\N,"A"
"357","40","How to create effective proposals or brochures","2023-10-28 05:43:27",\N,"A"
"358","40","How to use AI to manage social media for your business or your clients even if you have never done it before","2023-10-28 05:44:10",\N,"A"
"359","40","How to use common project management tools (Asana, Jira, Basecamp, Notion, etc.) to collaborate with clients and colleagues remotely and manage projects","2023-10-28 05:44:30",\N,"A"
"360","40","How to create your first offer (or assist a startup in creating one)","2023-10-28 05:44:45",\N,"A"
"361","40","What is an MIS and how to create one for your business or for your clients","2023-10-28 05:44:58",\N,"A"
"362","40","Calendar management, client interactions and discovery calls","2023-10-28 05:45:28",\N,"A"
"363","40","How to integrate generative AI with Word/Google Docs and other tools to produce high-quality output for any service, including your existing office work","2023-10-28 05:46:18",\N,"A"
"364","40","How to do lead generation and lead qualification for your or your client’s business","2023-10-28 05:46:31",\N,"A"
"365","40","How to set up and monitor a sales process remotely for yourself or your client’s business using AI-based speech analytics software to track caller performance","2023-10-28 05:47:57",\N,"A"
"366","40","How to create email content and funnels that increase conversion","2023-10-28 05:48:14",\N,"A"
"367","40","How to create and test high converting ads and write copy for your (or your client’s) business","2023-10-28 05:49:13",\N,"A"
"368","40","How to create landing pages for your services that are 3x as effective in 50% less time using AI","2023-10-28 05:49:42",\N,"A"
"369","40","How to use AI for SEO projects (and for your own website and content) to drive more organic traffic","2023-10-28 05:49:57",\N,"A"
"370","40","How to build internal documentation that speeds up client onboarding and reduce errors using AI","2023-10-28 05:50:10",\N,"A"
"371","40","How to use AI for video content creation and editing","2023-10-28 05:50:23",\N,"A"
"372","40","How to create a smooth onboarding experience using AI","2023-10-28 05:50:37",\N,"A"
"373","40","How to use generative AI to create workflows, SOPs and training documents so that you can delegate service delivery","2023-10-28 05:50:57",\N,"A"
"374","40","How to create customer support templates for your service so that clients get timely responses","2023-10-28 05:51:23",\N,"A"
"375","40","How to use AI to create a process for upselling high-value services to delighted customers","2023-10-28 05:51:43",\N,"A"
"376","40","How to invent new offers and increase revenues","2023-10-28 05:52:11",\N,"A"
"377","40","How to launch your own blog, newsletter and podcasts to be a talent + client magnet","2023-10-28 05:52:44",\N,"A"
"378","40","How to create a C-Corp in the US and be a shareholder in the same to amplify trust of US clients","2023-10-28 05:52:59",\N,"A"
"379","40","How to conceptualise tech projects, find developers, and how to manage the tech team to ensure a timely & efficient delivery of tech projects","2023-10-28 05:53:11",\N,"A"
"380","40","How to recruit, build and manage powerful teams","2023-10-28 05:53:26",\N,"A"
"381","41","How to determine applicability of Indian data protection and privacy compliance","2023-12-22 08:02:56",\N,"A"
"382","41","How to create a roadmap for organisational implementation","2023-12-22 08:05:58",\N,"A"
"383","41","Drafting Policies and Notices","2023-12-22 08:12:02",\N,"A"
"384","41","How to conduct a DPIA","2023-12-22 08:16:33",\N,"A"
"385","41","How to create a grievance redressal mechanism","2023-12-22 08:19:58",\N,"A"
"386","41","Requirements for third party data transfers and cross-border data transfers","2023-12-22 08:22:01",\N,"A"
"387","41","How to lead/review department-wise trainings as a data protection lawyer/privacy counsel","2023-12-22 08:24:02",\N,"A"
"388","41","How to handle Data Principal Rights","2023-12-22 08:26:11",\N,"A"
"389","41","Incident response and how to handle data breaches","2023-12-22 08:31:01",\N,"A"
"390","41","Powers of Government, Investigative Agencies and Regulatory Authorities For Interception and Disclosure","2023-12-22 08:33:00",\N,"A"
"391","41","Dispute resolution, penalties and proceedings before Data Protection Board","2023-12-22 08:34:55",\N,"A"
"392","42","Understanding the foundational aspects of ISO 27001.","2023-12-22 09:32:59",\N,"A"
"393","42","Learning practical steps for establishing, maintaining, and improving an ISMS.","2023-12-22 09:33:57",\N,"A"
"394","42","Understanding the relationship between ISO 27001 and global privacy/data protection regulations.","2023-12-22 09:35:26",\N,"A"
"395","42","Developing skills for conducting internal audits to assess ISMS effectiveness.","2023-12-22 09:36:24",\N,"A"
"396","42","Learning to effectively prepare for external audits for ISO 27001 certification.","2023-12-22 09:37:29",\N,"A"
"397","42","Foundational Understanding of ISO 27701:","2023-12-22 09:38:06",\N,"A"
"398","42","Practical Steps for Establishing, Maintaining, and Improving a PIMS:","2023-12-22 09:39:11",\N,"A"
"399","42","Relationship Between ISO 27701, ISO 27001, and Global Privacy/Data Protection Regulations:","2023-12-22 09:40:18",\N,"A"
"400","42","Skills Development for Conducting Internal Audits for ISMS and PIMS:","2023-12-22 09:41:07",\N,"A"
"401","42","Preparation for External Audits Focusing on Privacy Information Management:","2023-12-22 09:42:10",\N,"A"
"402","43","Foundational Principles","2023-12-22 09:47:22",\N,"A"
"403","43","The Privacy Technologist’s Role","2023-12-22 10:30:00","2023-12-22 10:38:15","A"
"404","43","Privacy Risks, Threats, and Violations","2023-12-22 10:38:29","2023-12-22 10:49:32","A"
"405","43","Privacy-Enhancing Strategies and Technologies","2023-12-22 10:49:48",\N,"A"
"406","43","Privacy Engineering","2023-12-22 10:51:24",\N,"A"
"407","43","Privacy by Design Methodology","2023-12-22 10:53:16",\N,"A"
"408","43","Evolving or Emerging Technologies in Privacy","2023-12-22 10:55:21",\N,"A"
"430","6","How To Post On Social Media","2024-02-09 01:41:23",\N,"A"
"431","6","Building Your Following & A Tribe","2024-02-09 01:42:10",\N,"A"
"432","6","Standing Out In The Market & Creating Big Impact","2024-02-09 02:07:06",\N,"A"
"450","45","Finance and Accounting Foundations","2024-03-17 10:37:03",\N,"A"
"451","45","Budgeting and Forecasting","2024-03-17 10:38:17",\N,"A"
"452","45","Sensitivity Analysis","2024-03-17 10:39:45",\N,"A"
"453","45","Important Statistics for Data Analysis in Finance & Other Business Departments","2024-03-17 10:40:33","2024-03-17 11:11:34","A"
"454","45","Data Visualization and Business Intelligence Tools & Techniques","2024-03-17 10:42:28",\N,"A"
"455","45","Investments and Portfolio Management","2024-03-17 10:44:00","2024-03-17 11:12:46","A"
"456","45","Data Mining and Machine Learning","2024-03-17 10:46:00","2024-03-17 11:22:46","A"
"457","45","Storytelling with Data ","2024-03-17 10:47:14","2024-03-17 11:24:45","A"
"458","45","Career Prospects:","2024-03-17 11:20:05",\N,"A"
"459","46","Video and graphics content creation cycle:","2024-04-14 10:07:10",\N,"A"
"460","46","Key video formats","2024-04-14 10:07:53","2024-04-14 10:10:11","A"
"461","46","Ad video creation","2024-04-14 10:10:29",\N,"A"
"462","46","Video & graphics content creation journey for full-stack content creators","2024-04-14 10:11:12",\N,"A"
"463","46","Organic video & graphics creation for social media","2024-04-14 10:12:09",\N,"A"
"464","46","Interviews & podcast audio and video","2024-04-14 10:12:59",\N,"A"
"465","46","How to create explainers & animated videos","2024-04-14 10:13:34",\N,"A"
"466","46","How to create infographics","2024-04-14 10:13:49",\N,"A"
"467","46","Thumbnails & cover images","2024-04-14 10:14:02",\N,"A"
"468","46","How to repurpose existing content into video & graphics content","2024-04-14 10:14:29",\N,"A"
"469","46","Storytelling and elements","2024-04-14 10:15:03",\N,"A"
"470","46","How to add emotions through video & sound","2024-04-14 10:15:45",\N,"A"
"471","46","Creating high-conversion sales pitch videos and creating high conversion landing pages using sales video","2024-04-14 10:16:33",\N,"A"
"472","46","How to create video sales letter funnels","2024-04-14 10:16:48",\N,"A"
"473","46","Cold, warm and hot traffic - how to find them and convert them using videos","2024-04-14 10:17:56",\N,"A"
"474","46","Creating effective case study videos & success story videos","2024-04-14 10:18:18",\N,"A"
"475","46","Turning whitepapers and giveaway content into evergreen video webinar funnels","2024-04-14 10:18:31",\N,"A"
"476","46","Understanding offers and enhancing them using infographics and videos","2024-04-14 10:18:43",\N,"A"
"477","46","Creating compelling brochures, basics of branding and offer creation","2024-04-14 10:19:01",\N,"A"
"478","46","How to identify high quality, viral and evergreen blog posts and turn them into high engagement videos","2024-04-14 10:19:17",\N,"A"
"479","46","Driving referrals through video content","2024-04-14 10:19:39",\N,"A"
"480","46","How to write ad scripts and turn them into visually compelling videos","2024-04-14 10:20:07",\N,"A"
"481","46","Landing page optimization and A/B testing using AI tools","2024-04-14 10:20:29",\N,"A"
"482","46","How to make powerful instagram carousel ads (highest ROI most engaging ads in instagram, but most underutilised)","2024-04-14 10:20:49",\N,"A"
"483","46","How to create viral memes","2024-04-14 10:21:02",\N,"A"
"484","46","Lead nurturing","2024-04-14 10:22:09",\N,"A"
"485","46","Brand building","2024-04-14 10:23:00",\N,"A"
"486","46","Team building","2024-04-14 10:24:08",\N,"A"
"487","46","Fundraising","2024-04-14 10:24:46",\N,"A"
"488","46","Using Video & Infographics in Customer Success and Delivery","2024-04-14 10:25:18",\N,"A"
"489","47","Introduction to HR Analytics software and tools","2024-04-20 11:38:37",\N,"A"
"490","47","Building HR Analytics Dashboards and Scorecards","2024-04-20 11:39:53",\N,"A"
"491","47","Recruitment Branding and Data-Driven Job Descriptions","2024-04-20 11:40:52",\N,"A"
"492","47","Compensation and Incentives Optimization","2024-04-20 11:41:56",\N,"A"
"493","47","Enhancing Sales Performance with HR Analytics","2024-04-20 11:43:02",\N,"A"
"494","47","Talent Analytics and Workforce Planning","2024-04-20 11:44:16",\N,"A"
"495","47","Employee Engagement and Retention Analytics","2024-04-20 11:45:13",\N,"A"
"496","47","Advanced HR Analytics Applications","2024-04-20 11:46:12",\N,"A"
"497","47","Ethics and Privacy in HR Analytics","2024-04-20 11:47:12",\N,"A"
"498","48","AI for Business Strategy & Planning","2024-05-18 06:30:36",\N,"A"
"499","48","How to Do Lead Generation and Lead Qualification for Your or Your Client’s Business","2024-05-18 06:31:22",\N,"A"
"500","48","Calendar Management, Client Interactions and Discovery Calls","2024-05-18 06:33:22",\N,"A"
"501","48","How to Create Email Content and Funnels that Nurture Potential Clients","2024-05-18 06:34:10",\N,"A"
"502","48","AI for Client Delivery & Project Management","2024-05-18 06:34:54",\N,"A"
"503","48","How to automate billing and recovery","2024-05-18 06:35:38",\N,"A"
"504","48","AI for Client Advisory & Revenue Growth","2024-05-18 06:36:05",\N,"A"
"505","48","AI for Finance, Reporting & Compliance","2024-05-18 06:36:49",\N,"A"
"506","48","AI for Brand Building","2024-05-18 06:37:27",\N,"A"
"507","48","How to Create Effective Brochures","2024-05-18 06:38:18",\N,"A"
"508","48","Business development engine","2024-05-18 06:39:34",\N,"A"
"509","49","JURISDICTION OF NCLT UNDER COMPANY LAW","2024-05-21 04:52:23",\N,"A"
"510","49","TYPES OF COMPANIES AND MATTERS RELATING TO EXISTENCE OR DISSOLUTION OF COMPANIES","2024-05-21 04:53:27",\N,"A"
"511","49","BASIC CONCEPTS OF SECURITIES AND MATTERS RELATED TO CHANGE IN CAPITAL","2024-05-21 04:57:03",\N,"A"
"512","49","BASIC CONCEPTS RELATED TO THE MANAGEMENT OF COMPANIES AND MATTERS RELATED TO OPPRESSION AND MISMANAGEMENT","2024-05-21 05:00:17",\N,"A"
"513","49","OTHER MATTERS ADJUDICATED BY NCLT","2024-05-21 05:02:14",\N,"A"
"514","49","OVERVIEW OF INSOLVENCY LAWS IN INDIA","2024-05-21 05:02:49",\N,"A"
"515","49","INITIATION OF INSOLVENCY BY A FINANCIAL CREDITOR","2024-05-21 05:04:27",\N,"A"
"516","49","INITIATION OF INSOLVENCY AS AN OPERATIONAL CREDITORS","2024-05-21 05:05:56",\N,"A"
"517","49","INITIATION OF INSOLVENCY BY CORPORATE DEBTOR","2024-05-21 05:07:11",\N,"A"
"518","49","AFTERMATH OF FILING AN APPLICATION FOR INITIATION OF INSOLVENCY","2024-05-21 05:07:35",\N,"A"
"519","49","CONSTITUTION OF COMMITTEE OF CREDITORS AND FILING OF CLAIMS","2024-05-21 05:07:59",\N,"A"
"520","49","ADMISSION / REJECTION OF CLAIMS","2024-05-21 05:08:48",\N,"A"
"521","49","MEETINGS OF COC AND THEIR DUTIES","2024-05-21 05:09:21",\N,"A"
"522","49","ROLE AND DUTIES OF THE RESOLUTION PROFESSIONAL","2024-05-21 05:09:52",\N,"A"
"523","49","INVITING PROSPECTIVE RESOLUTION APPLICANTS","2024-05-21 05:10:12",\N,"A"
"524","49","APPROVAL / REJECTION OF RESOLUTION PLAN BY COMMITTEE OF CREDITORS (COC)","2024-05-21 05:10:56",\N,"A"
"525","49","APPROVAL / REJECTION OF RESOLUTION PLAN BY NCLT","2024-05-21 05:11:40",\N,"A"
"526","49","APPEALS FROM NCLT ORDERS UNDER COMPANIES ACT AND IBC TO NCLAT","2024-05-21 05:12:12",\N,"A"
"527","49","FILING A SPECIAL LEAVE PETITION BEFORE THE SUPREME COURT","2024-05-21 05:12:44",\N,"A"
"528","50","INTERNATIONAL TAXATION AND DTAAS","2024-05-21 06:07:01",\N,"A"
"529","50","TAX HAVENS AND STRUCTURING","2024-05-21 06:10:05",\N,"A"
"530","50","ADVANCED ISSUES IN INTERNATIONAL TAX","2024-05-21 06:11:35",\N,"A"
"531","50","INTERNATIONAL TAX: PENALTIES & DISPUTE RESOLUTION","2024-05-21 06:12:34",\N,"A"
"532","50","INTERNATIONAL TRANSFER PRICING","2024-05-21 06:13:34",\N,"A"
"533","51","Express Entry & Federal Skilled Worker Program","2024-05-31 04:12:16","2024-06-02 01:22:56","A"
"534","52","Market research for job hunting","2024-06-02 12:51:37","2024-06-28 04:19:13","A"
"535","51","Obtaining PR through Provincial Nomination Programs","2024-06-02 01:23:06",\N,"A"
"536","51","Startup Visa (PR)","2024-06-02 01:24:04",\N,"A"
"537","51","Work Permits","2024-06-02 01:25:05",\N,"A"
"538","52","Creating your war stories and case studies","2024-06-02 01:47:39",\N,"A"
"539","52","Building a robust outreach program","2024-06-02 01:51:13",\N,"A"
"540","52","Leveraging Social Media to Build Relationships","2024-06-02 01:52:55",\N,"A"
"541","52","Leveraging Institutions","2024-06-02 01:54:19",\N,"A"
"542","52","Interview preparation","2024-06-02 01:55:07",\N,"A"
"543","51","Self-employed work permit","2024-06-02 01:55:46",\N,"A"
"544","52","How networking and outreach strategy differs for senior engineers","2024-06-02 01:56:11",\N,"A"
"545","44","Stack 1: Social media content creation","2024-06-08 12:16:02",\N,"A"
"546","44","Stack 2: Social media operations","2024-06-08 12:18:58",\N,"A"
"547","44","Stack 3:  Online events and driving audience to attend","2024-06-08 12:20:25",\N,"A"
"548","44","Stack 4: Lead nurturing and funnel marketing","2024-06-08 12:21:44",\N,"A"
"549","44","Stack 5: Organic lead generation","2024-06-08 12:23:25",\N,"A"
"550","54","Market research for job hunting","2024-06-28 02:09:56",\N,"A"
"551","54","Creating your war stories and case studies","2024-06-28 02:11:22",\N,"A"
"552","54","Building a robust outreach program","2024-06-28 02:12:15",\N,"A"
"553","54","Leveraging Social Media to Build Relationships","2024-06-28 02:13:10",\N,"A"
"554","54","Leveraging Institutions","2024-06-28 02:14:01",\N,"A"
"555","54","Interview preparation","2024-06-28 02:14:44",\N,"A"
"556","54","How networking and outreach strategy differs for senior professionals","2024-06-28 02:15:53",\N,"A"
"587","56","Python Basics","2024-07-11 04:22:42",\N,"A"
"588","56","SQL for Data Analysis","2024-07-11 04:24:44",\N,"A"
"589","56","Excel for Data Analysis","2024-07-11 04:27:57",\N,"A"
"590","56","Statistics and Probability","2024-07-11 04:29:52",\N,"A"
"591","56","EDA with Python","2024-07-11 04:30:26",\N,"A"
"592","56","Enterprise Dashboards with Tableau (ELECTIVE)","2024-07-11 04:31:42",\N,"A"
"593","56","Business Dashboard with Power BI (ELECTIVE)","2024-07-11 04:32:55",\N,"A"
"594","56","Tactical Analytics","2024-07-11 04:36:42",\N,"A"
"606","57","Why do businesses and organisations want to hire good content-writers?","2024-07-14 02:05:28","2024-07-14 03:19:51","A"
"607","57","How can a content-writer help clients?","2024-07-14 02:15:34","2024-07-14 03:25:30","A"
"608","57","What are the skills needed to succeed as a content-writer?","2024-07-14 02:18:14",\N,"A"
"609","57","How to use storytelling in your writing","2024-07-14 02:29:15",\N,"A"
"610","57","Types of marketing content","2024-07-14 02:35:25",\N,"A"
"611","57","Types of blog posts and the purpose served by them","2024-07-14 02:36:40",\N,"A"
"612","57","Difference in content at different stages of the marketing","2024-07-14 02:37:36",\N,"A"
"613","57","After-sales content","2024-07-14 02:38:18",\N,"A"
"614","57","How to write product descriptions for e-commerce sites","2024-07-14 02:39:59",\N,"A"
"615","57","How to structure an article","2024-07-14 02:40:55",\N,"A"
"616","57","How to introduce originality in your article","2024-07-14 02:44:08","2024-07-14 03:16:40","A"
"617","57","How to make your presentation more effective (combine when you teach listicles and “how to” articles)","2024-07-14 02:45:39",\N,"A"
"618","57","How to add credibility to your article","2024-07-14 02:46:20",\N,"A"
"619","57","How to write a case study","2024-07-14 02:47:10",\N,"A"
"620","57","How to schedule and obtain success stories effectively","2024-07-14 02:48:17",\N,"A"
"621","57","How to document your client/startup CEO’s journey or origin story for an article","2024-07-14 02:50:07","2024-07-14 03:16:22","A"
"622","57","Writing the article","2024-07-14 02:51:48",\N,"A"
"623","57","Basic requirements to write an acceptable article","2024-07-14 02:55:29",\N,"A"
"624","57","Structure and samples of different types of articles","2024-07-14 02:57:24",\N,"A"
"625","57","How to add elements to your article","2024-07-14 03:03:24","2024-07-14 03:07:45","A"
"626","57","Reader-friendly and action-oriented writing","2024-07-14 03:04:26",\N,"A"
"627","57","Guest posts","2024-07-14 03:05:39",\N,"A"
"628","57","How to nurture leads through Whatsapp, Facebook, WATI and Telegram","2024-07-14 03:11:30",\N,"A"
"629","57","How to create brochures or write website content","2024-07-14 03:12:22",\N,"A"
"630","57","SEO","2024-07-14 03:13:05",\N,"A"
"631","57","How to prepare onboarding content","2024-07-14 03:14:06",\N,"A"
"632","57","How to write an effective welcome email","2024-07-14 03:15:17",\N,"A"
"633","57","How to prepare a solid knowledge base","2024-07-14 03:15:35",\N,"A"
"634","58","How To Post On Social Media","2024-07-25 02:11:24",\N,"A"
"635","58","Building Your Following & A Tribe","2024-07-25 02:11:59",\N,"A"
"636","58","Standing Out In The Market & Creating Big Impact","2024-07-25 02:13:01",\N,"A"
"637","59","Introduction to Artificial Intelligence","2024-07-25 04:24:20",\N,"A"
"638","59","Machine Learning Fundamentals","2024-07-25 04:24:48",\N,"A"
"639","59","Deep Learning Techniques","2024-07-25 04:25:38",\N,"A"
"640","59","Large Language Models (LLMs)","2024-07-25 04:26:41",\N,"A"
"641","59","Prompt Engineering","2024-07-25 04:27:02",\N,"A"
"642","59","Natural Language Processing (NLP)","2024-07-25 04:27:27",\N,"A"
"643","59","Automatic Data Analytics","2024-07-25 04:27:50",\N,"A"
"644","59","Predictive Modeling","2024-07-25 04:28:31",\N,"A"
"645","59","Data Visualization","2024-07-25 04:28:50",\N,"A"
"646","59","Cloud-Based AI Services","2024-07-25 04:29:16",\N,"A"
"647","59","Big Data Technologies","2024-07-25 04:29:53",\N,"A"
"648","59","Model Evaluation and Metrics","2024-07-25 04:31:53",\N,"A"
"649","59","Ethics in AI","2024-07-25 04:32:13",\N,"A"
"650","59","AI in Industry Applications","2024-07-25 04:32:40",\N,"A"
"651","59","Capstone Projects","2024-07-25 04:33:05",\N,"A"
"652","60","Module 1 : Python Fundamentals","2024-08-14 06:35:08","2024-08-14 06:39:46","A"
"653","60","Module 2 : Data Analysis with SQL","2024-08-14 06:40:08",\N,"A"
"654","61","Module 1 : Python Fundamentals","2024-08-14 06:55:41",\N,"A"
"655","60","Module 3 : Statistics and Probability","2024-08-14 06:57:14",\N,"A"
"656","61","Module 2 : Data Analysis with SQL","2024-08-14 07:03:43","2024-08-14 07:06:27","A"
"657","61","Module 3 : Statistics and Probability","2024-08-14 07:05:11","2024-08-14 07:06:52","A"
"658","61","Module 4 : Python for Data Science Visualization","2024-08-14 07:09:14",\N,"A"
"659","60","Module 4 : Data Analysis with ﻿Excel","2024-08-14 07:10:09",\N,"A"
"660","61","Module 5 : Data Cleaning and Preparation","2024-08-14 07:10:16",\N,"A"
"661","60","Module 5 : Python for Data Science Visualization","2024-08-14 07:11:09",\N,"A"
"662","60","Module 6 : Data Cleaning and Preparation","2024-08-14 07:11:48",\N,"A"
"663","61","Module 6 : Machine Learning (scikit)","2024-08-14 07:11:50",\N,"A"
"664","60","Module 7 : Machine Learning (scikit)","2024-08-14 07:12:47",\N,"A"
"665","60","Module 8 : Tree Based and Boosting Models","2024-08-14 07:14:16","2024-08-14 07:18:19","A"
"666","61","Module 7 : Tree Based and Boosting Models","2024-08-14 07:15:07",\N,"A"
"667","61","Module 8 : Electives Program","2024-08-14 07:16:47",\N,"A"
"668","61","Module 09 : Deep Learning Fundamentals","2024-08-14 07:17:57",\N,"A"
"669","62","Module 1 : Python Fundamentals","2024-08-14 07:51:48",\N,"A"
"670","62","Module 2 : Data Analysis with SQL","2024-08-14 07:53:19",\N,"A"
"671","63","Module 1 : Python Fundamentals","2024-08-14 07:53:27","2024-08-16 04:17:50","A"
"672","62","Module 3 : Statistics and Probability","2024-08-14 07:55:01",\N,"A"
"673","63","Module 2 : Data Analysis with SQL","2024-08-14 07:56:01",\N,"A"
"675","63","Module 3 : Statistics and Probability","2024-08-14 07:57:32",\N,"A"
"676","62","Module 4 : Python for Data Science Visualization","2024-08-14 07:58:33",\N,"A"
"677","63","Module 4 : Data Analysis with ﻿Excel","2024-08-14 07:58:54",\N,"A"
"678","63","Module 5 : Python for Data Science Visualization","2024-08-14 08:00:01",\N,"A"
"679","63","Module 6 : Data Cleaning and Preparation","2024-08-14 08:00:42",\N,"A"
"680","62","Module 6 : Machine Learning (scikit)","2024-08-14 08:00:45",\N,"A"
"681","63","Module 7 : Machine Learning (scikit)","2024-08-14 08:01:37",\N,"A"
"682","63","Module 8 : Tree Based and Boosting Models","2024-08-14 08:02:50",\N,"A"
"683","62","Module 7 : Tree Based and Boosting Models","2024-08-14 08:03:09",\N,"A"
"684","63","Module 9 : Time Series Analysis and Forecasting","2024-08-14 08:03:59",\N,"A"
"685","63","Module 10 : Natural Language Processing","2024-08-14 08:05:18",\N,"A"
"686","62","Electives Program","2024-08-14 08:06:07",\N,"A"
"687","63","Module 11 : Deep Learning Fundamentals","2024-08-14 08:06:28",\N,"A"
"688","62","Module 09 : Deep Learning Fundamentals","2024-08-14 08:07:19",\N,"A"
"689","60","Module 9 : Time Series Analysis and Forecasting","2024-08-14 08:17:00",\N,"A"
"690","60","Module 10 : Natural Language Processing","2024-08-14 08:18:13",\N,"A"
"691","60","Module 11 : Deep Learning Fundamentals","2024-08-14 08:19:19",\N,"A"
"692","65","Module 1 : Python Fundamentals","2024-08-16 05:09:33",\N,"A"
"693","65","Module 2 : Data Analysis with SQL","2024-08-16 05:10:58",\N,"A"
"694","65","Module 3 : Statistics and Probability","2024-08-16 05:13:10",\N,"A"
"695","65","Module 4 : Data Analysis with ﻿Excel","2024-08-16 05:14:08",\N,"A"
"696","65","Module 5 : Python for Data Science Visualization","2024-08-16 05:14:50",\N,"A"
